text,emotion
i try not to laugh because sometimes it hurts vellas feelings but some of the things he does are so funny,surprise
i feel pressured to get lots of things done and its at those times that i take a moment to check on why i am doing each of them and if i find i am acting only out of obligation guilt i let those jobs go,worry
i sit around and i feel disillusioned with school,sadness
i quit i will screw over everyone in the frame shop which i wouldnt feel bad about besides british,sadness
"3 stars for friendly service and decent food.   My husband and I went to have dinner there the other night. We figured that this place had to be on point. The line is always wrapped around the building whenever we would go to Albertson's for groceries. So we gave it a shot. Being pregnant, I have had my infamous food aversions, so I no longer have a love for chicken. So I was looking forward to sinking my teeth into a nice, juicy, char grilled burger!   Once we got home, we tasted our food. The French fries were stale and kind of chewy. Probably not their fault. French fries tend to get a little cold and stale once you get home from the establishment. I ordered the Garlic Portobello mushroom burger and my husband ordered the BBQ bacon burger. Well, they were pretty good. But honestly, I can live without ever having to eat there again. The burgers tasted like something you can get from Applebee's or TGIFriday's. Not bad, but nothing original or to run through the neighborhood screaming about. We will just stick to Smash Burger, Bachi Burger and In n Out for now on.",neutral
i feel uncomfortable calling it anything else,worry
i feel jealous when a friend gets to do something i wish i could do,hate
i can admit that even though i feel horrible now,sadness
i feel passionate about this,happiness
i can feel the delicate tension in my body when i try to get up from my chair like i am about to take flight,happiness
im feeling particularly overwhelmed by something i want to retreat to my little corner desk put on a funny movie or sitcom and bead,worry
i experienced fear when i was not prepared for the final year degree exams,worry
i walk around because the sun is shining but then i feel oddly dissatisfied while im walking and its because im overheated and dehydrated and sunburned and sweaty,hate
"Nice interior with good service, waitors and waitresses are the best thing in this restauran",neutral
i miss the warmth of feeling accepted for exactly who i am no strings attached,happiness
i feel our diets are not so rich as it used to be for people of earlier times,fun
